Source;Target;Tie_type;Weight
ABaerbockArchiv;ChrisKuehn_mdb;strong;2
ABaerbockArchiv;Erhard_Grundl;strong;1
ABaerbockArchiv;GoeringEckardt;strong;2
ABaerbockArchiv;GruenClaudia;strong;1
ABaerbockArchiv;GrueneBeate;strong;1
ABaerbockArchiv;IreneMihalic;strong;8
ABaerbockArchiv;JTrittin;strong;3
ABaerbockArchiv;MiKellner;strong;22
ABaerbockArchiv;Oliver_Krischer;strong;11
ABaerbockArchiv;SteffiLemke;weak;5
ABaerbockArchiv;agnieszka_mdb;strong;3
ABaerbockArchiv;detzer_sandra;strong;1
ABaerbockArchiv;ekindeligoez;strong;4
ABaerbockArchiv;fbrantner;strong;6
ABaerbockArchiv;filizgreen;strong;1
ABaerbockArchiv;jamila_anna;strong;3
ABaerbockArchiv;katdro;strong;9
ABaerbockArchiv;nouripour;strong;6
ABaerbockArchiv;sven_kindler;strong;1
ABaerbockArchiv;ulle_schauws;strong;1
AWidmannMauz;ABaerbockArchiv;strong;1
AWidmannMauz;AWidmannMauz;same person;1
AWidmannMauz;ArminLaschet;strong;1
AWidmannMauz;DoroBaer;strong;1
AWidmannMauz;HeikeBrehmerMdB;weak;1
AWidmannMauz;JM_Luczak;weak;1
AWidmannMauz;NadineSchoen;strong;1
AWidmannMauz;PaulZiemiak;strong;6
AWidmannMauz;RKiesewetter;strong;1
AWidmannMauz;VolkerUllrich;strong;2
AWidmannMauz;groehe;strong;3
AWidmannMauz;inge_graessle;strong;1
AWidmannMauz;jensspahn;weak;1
AWidmannMauz;rbrinkhaus;strong;1
AWidmannMauz;tj_tweets;weak;3
A_Gloeckner;FrankSchwabe;strong;1
A_Gloeckner;KarambaDiaby;strong;2
A_Gloeckner;KerstinGriese;weak;1
A_Gloeckner;MarcoBuschmann;no tie;1
A_Gloeckner;NielsAnnen;weak;1
A_Gloeckner;OlafScholz;strong;1
A_Gloeckner;hubertus_heil;strong;1
A_Gloeckner;larscastellucci;strong;1
A_Gloeckner;larsklingbeil;strong;1
A_Gloeckner;schneidercar;strong;2
Achim_P;KaczmarekOliver;strong;1
Achim_P;OlafScholz;strong;5
Achim_P;ThomasHitschler;strong;1
Achim_P;baerbelbas;strong;1
Achim_P;f_schaeffler;strong;1
Achim_P;helgelindh;strong;1
Achim_P;hubertus_heil;strong;3
Achim_P;larsklingbeil;strong;5
Achim_P;s_schwartze;strong;1
Achim_P;schneidercar;strong;3
AfDProtschka;Beatrix_vStorch;strong;1
AfDProtschka;Gerold_Otten;strong;1
AfDProtschka;M_Reichardt_AfD;strong;1
AfDProtschka;PeterBoehringer;weak;1
AfDProtschka;Thomas_Ehrhorn;strong;1
AfDProtschka;TobiasMPeterka;strong;3
AfDrus;Leif_Erik_Holm;strong;1
AfDrus;Nicole_Hoechst;strong;1
AfDrus;RogerBeckamp;strong;3
AkbulutGokay;AndrejHunko;strong;3
AkbulutGokay;C_AB_;strong;2
AkbulutGokay;CarenLay;strong;1
AkbulutGokay;Conni_Moehring;strong;6
AkbulutGokay;DietmarBartsch;weak;2
AkbulutGokay;GregorGysi;weak;3
AkbulutGokay;Janine_Wissler;weak;3
AkbulutGokay;KarambaDiaby;strong;1
AkbulutGokay;MartinaRenner;strong;7
AkbulutGokay;NicoleGohlke;strong;1
AkbulutGokay;PetraPauMaHe;weak;1
AkbulutGokay;Petra_Sitte_MdB;strong;1
AkbulutGokay;SusanneHennig;weak;1
AkbulutGokay;b_riexinger;strong;14
AkbulutGokay;jankortemdb;strong;2
AkbulutGokay;katjakipping;weak;2
AkbulutGokay;mesarosch;no tie;1
AkbulutGokay;pascalmeiser;strong;1
AkbulutGokay;victorperli;weak;7
AkbulutGokay;voglerk;strong;1
AlexanderRadwan;andreasscheuer;strong;4
AlexanderRadwan;smuellermdb;strong;1
Alice_Weidel;Leif_Erik_Holm;strong;4
Alice_Weidel;MarcBernhardAfD;strong;1
Alice_Weidel;Marc_Jongen;strong;1
Amira_M_Ali;CarenLay;strong;3
Amira_M_Ali;Conni_Moehring;strong;1
Amira_M_Ali;DietmarBartsch;strong;23
Amira_M_Ali;GregorGysi;strong;1
Amira_M_Ali;HeidiReichinnek;strong;1
Amira_M_Ali;Janine_Wissler;weak;3
Amira_M_Ali;MWBirkwald;strong;1
Amira_M_Ali;jankortemdb;strong;4
AnAudretsch;ABaerbockArchiv;weak;1
AnAudretsch;BriHasselmann;strong;1
AnAudretsch;KonstantinNotz;weak;1
AnAudretsch;MariaKlSchmeink;strong;1
AnAudretsch;MiKellner;strong;1
AnAudretsch;PaulaPiechotta;strong;1
AnAudretsch;RenateKuenast;strong;1
AnAudretsch;Ricarda_Lang;strong;1
AnAudretsch;W_SK;strong;1
AnAudretsch;janoschdahmen;strong;1
AnAudretsch;katdro;strong;1
AnAudretsch;lisapaus;strong;3
AnAudretsch;ninastahr;strong;6
AnAudretsch;svenlehmann;strong;6
AndreaLindholz;DoroBaer;strong;1
AndreaLindholz;RKiesewetter;strong;1
AndreaLindholz;hahnflo;strong;1
Andreas_Rimkus;Achim_P;strong;1
Andreas_Rimkus;Andreas_Rimkus;same person;1
Andreas_Rimkus;DirkWieseSPD;strong;1
Andreas_Rimkus;HeikoMaas;strong;1
Andreas_Rimkus;MetinHakverdi;strong;1
Andreas_Rimkus;OlafScholz;strong;2
Andreas_Rimkus;baerbelbas;strong;1
Andreas_Rimkus;hubertus_heil;strong;5
Andreas_Rimkus;jungeinberlin;strong;1
Andreas_Rimkus;larsklingbeil;strong;1
Andreas_Rimkus;michael_thews;strong;1
Andreas_Rimkus;schneidercar;strong;1
Andreas_Rimkus;sebast_hartmann;strong;1
AndrejHunko;AkbulutGokay;strong;1
AndrejHunko;AndrejHunko;same person;14
AndrejHunko;CarenLay;strong;3
AndrejHunko;DietmarBartsch;strong;5
AndrejHunko;GregorGysi;weak;1
AndrejHunko;Janine_Wissler;strong;2
AndrejHunko;LoetzschMdB;strong;1
AndrejHunko;MartinaRenner;strong;1
AndrejHunko;SevimDagdelen;strong;3
AndrejHunko;ZaklinNastic;strong;3
AndrejHunko;b_riexinger;strong;1
AndrejHunko;ernst_klaus;strong;1
AndrejHunko;jankortemdb;strong;3
AndrejHunko;pascalmeiser;strong;1
AnikoMerten;JBrandenburgFDP;strong;2
AnikoMerten;KatrinHelling;strong;1
AnikoMerten;KonstantinKuhle;strong;1
AnikoMerten;MarcoBuschmann;strong;5
AnikoMerten;c_lindner;strong;2
AnikoMerten;christianduerr;strong;1
AnikoMerten;johannesvogel;strong;1
AnikoMerten;katjadler;strong;1
AnikoMerten;nicole_ae_bauer;weak;1
AnikoMerten;starkwatzinger;weak;3
AnikoMerten;ulrichlechte;strong;2
AnjaKarliczek;AWidmannMauz;strong;3
AnjaKarliczek;AnjaKarliczek;same person;1
AnjaKarliczek;ChristianHaase6;strong;1
AnjaKarliczek;HBraun;strong;7
AnjaKarliczek;HeikeBrehmerMdB;strong;1
AnjaKarliczek;JoWadephul;weak;1
AnjaKarliczek;Kai_Whittaker;strong;1
AnjaKarliczek;MGrosseBroemer;strong;1
AnjaKarliczek;MatthiasHauer;strong;1
AnjaKarliczek;PaulZiemiak;strong;2
AnjaKarliczek;SerapGueler;strong;2
AnjaKarliczek;SteffenBilger;strong;2
AnjaKarliczek;StefingerMdB;strong;1
AnjaKarliczek;VolkerUllrich;strong;3
AnjaKarliczek;groehe;strong;4
AnjaKarliczek;jensspahn;strong;1
AnjaKarliczek;juergenhardt;strong;1
AnjaKarliczek;katrin_staffler;strong;1
AnjaKarliczek;meister_schafft;strong;1
AnjaKarliczek;rbrinkhaus;strong;20
AnjaKarliczek;smuellermdb;weak;1
AnnaLuehrmann;ABaerbockArchiv;weak;2
AnnaLuehrmann;BriHasselmann;strong;1
AnnaLuehrmann;KonstantinNotz;weak;1
AnnaLuehrmann;MiKellner;strong;2
AnnaLuehrmann;Oliver_Krischer;strong;2
AnnaLuehrmann;Ricarda_Lang;strong;2
AnnaLuehrmann;cem_oezdemir;weak;1
AnnaLuehrmann;janoschdahmen;strong;1
AnnaLuehrmann;katdro;strong;1
AnnaLuehrmann;nouripour;strong;3
AnnaLuehrmann;sven_kindler;strong;1
AnnaLuehrmann;tobiaslindner;strong;1
AnneKoenig_;JuliaKloeckner;strong;1
AnneSpallek;JN_Gesenhues;strong;1
AnneSpallek;MarcoBuschmann;weak;1
AnneSpallek;MiKellner;strong;1
AnneSpallek;Oliver_Krischer;strong;5
AnneSpallek;OpheliaNick;strong;5
AnneSpallek;RenateKuenast;strong;1
AnneSpallek;SteffiLemke;weak;1
AnneSpallek;janoschdahmen;strong;1
AnneSpallek;karlbaer;weak;1
AnneSpallek;robinwagener;strong;1
AnniKlose;KuehniKev;strong;4
AnniKlose;OlafScholz;strong;1
AnniKlose;SebRoloff;strong;2
AntjeTillmann;AWidmannMauz;no tie;3
AntjeTillmann;ArminLaschet;strong;1
AntjeTillmann;ChristianHaase6;weak;1
AntjeTillmann;HBraun;no tie;1
AntjeTillmann;JM_Luczak;no tie;1
AntjeTillmann;JoWadephul;no tie;1
AntjeTillmann;JuliaKloeckner;weak;2
AntjeTillmann;MGrosseBroemer;strong;1
AntjeTillmann;MatthiasHauer;strong;4
AntjeTillmann;groehe;weak;1
AntjeTillmann;katrin_staffler;no tie;1
AntjeTillmann;lisapaus;strong;1
AntjeTillmann;meister_schafft;strong;1
AntjeTillmann;olavgutting;weak;1
AntjeTillmann;rbrinkhaus;weak;2
AntjeTillmann;wanderwitz;strong;2
ArianeFaescher;HeikoMaas;weak;1
ArianeFaescher;Karl_Lauterbach;weak;1
ArianeFaescher;hubertus_heil;weak;1
ArmandZorn;GansGruen;strong;1
ArmandZorn;OlafScholz;strong;3
ArmandZorn;nouripour;strong;1
ArminGrau;BriHasselmann;strong;3
ArminGrau;MariaKlSchmeink;strong;6
ArminGrau;Ricarda_Lang;strong;1
ArminGrau;janoschdahmen;strong;1
ArminGrau;katdro;strong;1
ArminGrau;max_lucks;strong;1
ArminLaschet;ArminLaschet;same person;2
ArminLaschet;EUTheurer;weak;1
ArminLaschet;HeikoMaas;strong;2
ArminLaschet;SteffenBilger;weak;1
ArminLaschet;VolkerUllrich;strong;1
ArminLaschet;c_lindner;strong;2
ArminLaschet;sebast_hartmann;strong;1
ArminSchwarz;HBraun;weak;1
AtesGuerpinar;CarenLay;strong;1
AtesGuerpinar;Janine_Wissler;weak;1
AtesGuerpinar;NicoleGohlke;strong;12
AtesGuerpinar;b_riexinger;strong;7
AtesGuerpinar;goerke_c;strong;1
AtesGuerpinar;katjakipping;weak;1
AwetTesfaiesus;KarambaDiaby;no tie;1
AwetTesfaiesus;filizgreen;strong;3
AwetTesfaiesus;nouripour;weak;2
AwetTesfaiesus;svenlehmann;strong;1
BHerrmann_;ABaerbockArchiv;weak;2
BHerrmann_;BriHasselmann;strong;1
BHerrmann_;C_AB_;no tie;1
BHerrmann_;GoeringEckardt;strong;1
BHerrmann_;PaulaPiechotta;strong;2
BHerrmann_;cem_oezdemir;weak;1
BaerbelKofler;Bundeskanzler;no tie;1
BaerbelKofler;FrankSchwabe;strong;1
BaerbelKofler;HeikoMaas;strong;2
BaerbelKofler;larsklingbeil;strong;1
Beatrix_vStorch;AfDProtschka;strong;1
Beatrix_vStorch;Beatrix_vStorch;same person;4
Beatrix_vStorch;GerritHuy;strong;1
Beatrix_vStorch;Jan_Nolte_AfD;strong;2
Beatrix_vStorch;Leif_Erik_Holm;strong;3
Beatrix_vStorch;M_Reichardt_AfD;strong;1
Beatrix_vStorch;MalteKaufmann;strong;1
Beatrix_vStorch;MarcBernhardAfD;strong;1
Beatrix_vStorch;MdB_Lucassen;strong;1
Beatrix_vStorch;PeterBoehringer;weak;2
Beatrix_vStorch;PetrBystronAfD;strong;3
Beatrix_vStorch;RogerBeckamp;strong;3
Beatrix_vStorch;Tino_Chrupalla;strong;10
Beatrix_vStorch;TobiasMPeterka;strong;1
Beatrix_vStorch;ulschzi;strong;1
BerndWestphal4;Timon_Gremmels;strong;1
BernhardDaldrup;KaczmarekOliver;strong;1
BetMueller;Andreas_Rimkus;strong;2
BetMueller;BaerbelKofler;strong;3
BetMueller;CanselK;strong;1
BetMueller;Doro_Martin;strong;2
BetMueller;El_KaWeh_;strong;3
BetMueller;EskenSaskia;strong;2
BetMueller;FrankSchwabe;strong;2
BetMueller;FrankeEdgar;strong;1
BetMueller;HBraun;weak;1
BetMueller;HeikoMaas;strong;1
BetMueller;Janine_Wissler;weak;2
BetMueller;JensZSPD;strong;27
BetMueller;KaczmarekOliver;strong;2
BetMueller;Kaiser_SPD;weak;2
BetMueller;KarambaDiaby;strong;2
BetMueller;Karl_Lauterbach;weak;1
BetMueller;KerstinGriese;strong;1
BetMueller;KonstantinKuhle;weak;1
BetMueller;KuehniKev;strong;4
BetMueller;LeniBreymaier;strong;1
BetMueller;MiRo_SPD;strong;13
BetMueller;MuellerChemnitz;strong;2
BetMueller;NielsAnnen;strong;1
BetMueller;OlafScholz;strong;6
BetMueller;Ralf_Stegner;weak;2
BetMueller;SoenkeRix;strong;3
BetMueller;ThomasHitschler;strong;3
BetMueller;Timon_Gremmels;strong;23
BetMueller;UliGroetsch;strong;2
BetMueller;UllmannMdB;weak;1
BetMueller;baerbelbas;strong;15
BetMueller;derya_tn;strong;1
BetMueller;dieschmidt;strong;6
BetMueller;dittmarsabine;strong;1
BetMueller;helgelindh;strong;1
BetMueller;hubertus_heil;strong;11
BetMueller;josephineortleb;weak;2
BetMueller;jungeinberlin;strong;1
BetMueller;larscastellucci;strong;5
BetMueller;larsklingbeil;strong;10
BetMueller;oezdemir_spd;weak;1
BetMueller;oezoguz;weak;6
BetMueller;schneidercar;strong;1
BetMueller;sebast_hartmann;strong;2
BettinaLugk;DirkWieseSPD;strong;2
BettinaLugk;El_KaWeh_;weak;1
BettinaLugk;NielsAnnen;strong;1
BettinaLugk;hubertus_heil;weak;2
BettinaLugk;larsklingbeil;weak;1
BettinaLugk;oezoguz;weak;1
Bina_Khan_;ABaerbockArchiv;weak;1
Bina_Khan_;LukasBenner_;strong;1
Bina_Khan_;maik_aussendorf;strong;1
Bina_Khan_;tobiaslindner;strong;1
BjoernSimon;ArminLaschet;weak;1
BjoernSimon;ChristianHaase6;weak;1
BjoernSimon;HBraun;weak;2
BjoernSimon;JM_Luczak;weak;2
BjoernSimon;JoWadephul;weak;2
BjoernSimon;JuliaKloeckner;weak;1
BjoernSimon;MGrosseBroemer;weak;1
BjoernSimon;MarioCzaja;no tie;4
BjoernSimon;MatthiasHauer;no tie;1
BjoernSimon;MichaelFrieser;no tie;1
BjoernSimon;PaulZiemiak;weak;8
BjoernSimon;Pschnieder;strong;1
BjoernSimon;RKiesewetter;weak;1
BjoernSimon;SteffenBilger;strong;3
BjoernSimon;TKuban96;no tie;1
BjoernSimon;Thomas_Bareiss;weak;7
BjoernSimon;UlrichLange;weak;1
BjoernSimon;VriesChristoph;strong;13
BjoernSimon;andreasscheuer;strong;2
BjoernSimon;hahnflo;no tie;2
BjoernSimon;rbrinkhaus;strong;1
BjoernSimon;smuellermdb;no tie;3
BjoernSimon;tj_tweets;weak;2
BodeLuiza;cem_oezdemir;weak;1
BraFDP;DanielaKluckert;strong;5
BraFDP;GydeJ;weak;1
BraFDP;JBrandenburgFDP;strong;2
BraFDP;KonstantinKuhle;strong;2
BraFDP;Lambsdorff;strong;1
BraFDP;LindaTeuteberg;no tie;1
BraFDP;MAStrackZi;strong;1
BraFDP;ManuelHoeferlin;strong;10
BraFDP;MarcoBuschmann;strong;2
BraFDP;Meyer_FDP;strong;2
BraFDP;PeterHeidtFDP;strong;3
BraFDP;StephanThomae;strong;2
BraFDP;Wissing;strong;4
BraFDP;c_lindner;strong;9
BraFDP;cad59;strong;2
BraFDP;christianduerr;strong;1
BraFDP;starkwatzinger;strong;7
BraFDP;tobiaslindner;strong;1
BraFDP;ulrichlechte;strong;1
BreherSilvia;PaulZiemiak;weak;2
BreherSilvia;SerapGueler;strong;1
BriHasselmann;ABaerbockArchiv;strong;6
BriHasselmann;JTrittin;strong;1
BriHasselmann;KonstantinNotz;strong;1
BriHasselmann;Oliver_Krischer;strong;1
BriHasselmann;SteffiLemke;strong;1
BriHasselmann;agnieszka_mdb;strong;1
BriHasselmann;cem_oezdemir;strong;1
BriHasselmann;fbanaszak;strong;1
BriHasselmann;nouripour;strong;1
BriHasselmann;nyke_slawik;strong;1
BriHasselmann;sven_kindler;strong;1
BrianNickholz;FrankSchwabe;strong;1
BrianNickholz;KuehniKev;strong;1
BrianNickholz;MDiedenhofen;strong;1
BrianNickholz;OlafScholz;strong;1
Bruno_Hoenel;ABaerbockArchiv;weak;9
Bruno_Hoenel;BriHasselmann;strong;2
Bruno_Hoenel;ChrisKuehn_mdb;strong;1
Bruno_Hoenel;GrueneBeate;weak;1
Bruno_Hoenel;Ingrid_Nestle;strong;2
Bruno_Hoenel;IreneMihalic;strong;2
Bruno_Hoenel;JTrittin;weak;1
Bruno_Hoenel;KonstantinNotz;strong;6
Bruno_Hoenel;KuehniKev;strong;1
Bruno_Hoenel;MiKellner;strong;7
Bruno_Hoenel;Oliver_Krischer;strong;1
Bruno_Hoenel;PaulaPiechotta;strong;2
Bruno_Hoenel;Ricarda_Lang;weak;5
Bruno_Hoenel;StefanGelbhaar;weak;1
Bruno_Hoenel;agnieszka_mdb;strong;1
Bruno_Hoenel;cem_oezdemir;weak;1
Bruno_Hoenel;filizgreen;strong;1
Bruno_Hoenel;jamila_anna;weak;4
Bruno_Hoenel;janoschdahmen;strong;1
Bruno_Hoenel;katdro;strong;5
Bruno_Hoenel;kathabeck;strong;1
Bruno_Hoenel;larsklingbeil;weak;1
Bruno_Hoenel;lisapaus;weak;1
Bruno_Hoenel;max_lucks;strong;3
Bruno_Hoenel;mesarosch;no tie;1
Bruno_Hoenel;nyke_slawik;weak;1
Bruno_Hoenel;ria_schroeder;weak;1
Bruno_Hoenel;schahinag;strong;1
Bruno_Hoenel;sebastian_es_;strong;1
Bruno_Hoenel;sven_kindler;strong;1
Bruno_Hoenel;svenlehmann;strong;14
Bruno_Hoenel;ulle_schauws;strong;1
Bubendorferfdp;KonstantinKuhle;strong;5
Bubendorferfdp;LFLindemann;weak;1
Bubendorferfdp;c_lindner;strong;4
Bubendorferfdp;hacker_fdp;strong;2
Bubendorferfdp;johannesvogel;strong;1
Bundeskanzler;schneidercar;strong;1
CPetryMdB;FrankSchwabe;strong;1
CPetryMdB;HeikoMaas;strong;3
CPetryMdB;MetinHakverdi;strong;1
CPetryMdB;OlafScholz;strong;1
CPetryMdB;ThomasHitschler;strong;2
CPetryMdB;hubertus_heil;weak;1
CPetryMdB;jschraps;strong;1
CPetryMdB;schneidercar;strong;1
C_AB_;AkbulutGokay;strong;2
C_AB_;CarenLay;strong;3
C_AB_;Conni_Moehring;strong;2
C_AB_;Janine_Wissler;strong;3
C_AB_;MartinaRenner;strong;4
C_AB_;SusanneHennig;weak;3
C_AB_;jankortemdb;strong;1
CanselK;CPetryMdB;strong;1
CanselK;HakanDemirNK;strong;1
CanselK;OlafScholz;strong;2
CarenLay;C_AB_;strong;1
CarenLay;CarenLay;same person;2
CarenLay;Conni_Moehring;strong;1
CarenLay;GregorGysi;strong;2
CarenLay;KarambaDiaby;no tie;2
CarenLay;MartinaRenner;strong;1
CarenLay;NicoleGohlke;strong;1
CarenLay;b_riexinger;strong;2
CarenLay;voglerk;strong;1
CarlosKasperMdB;Bundeskanzler;weak;2
CarlosKasperMdB;EskenSaskia;weak;2
CarlosKasperMdB;HolgerMannLE;strong;1
CarlosKasperMdB;Karl_Lauterbach;weak;1
CarlosKasperMdB;MiRo_SPD;strong;1
CarlosKasperMdB;OlafScholz;strong;1
CarlosKasperMdB;nadjasthamer;strong;1
CarlosKasperMdB;rasha_nasr_;strong;1
CarmenWegge;KuehniKev;strong;1
CarmenWegge;anked;no tie;1
CarstenTraeger;FalkoMohrs;strong;1
CarstenTraeger;JensZSPD;strong;1
CarstenTraeger;OlafScholz;strong;3
CarstenTraeger;UliGroetsch;strong;1
CarstenTraeger;hubertus_heil;strong;1
CarstenTraeger;larscastellucci;strong;1
CarstenTraeger;larsklingbeil;strong;2
CarstenTraeger;schneidercar;strong;2
CarstenTraeger;sebast_hartmann;strong;1
CatarinaDosSa;MatthiasHauer;strong;1
CatarinaDosSa;PaulZiemiak;weak;1
ChrWirthMdB;Beatrix_vStorch;strong;4
ChrWirthMdB;Gerold_Otten;strong;1
ChrWirthMdB;Jan_Nolte_AfD;strong;1
ChrWirthMdB;Leif_Erik_Holm;strong;1
ChrWirthMdB;RogerBeckamp;weak;1
ChrWirthMdB;andreasbleckmdb;strong;5
ChrWirthMdB;ulschzi;strong;1
Chr_Sauter;DFoest;strong;1
Chr_Sauter;DanielaKluckert;strong;1
Chr_Sauter;DjirSarai;strong;3
Chr_Sauter;LindaTeuteberg;weak;3
Chr_Sauter;MarcusFaber;strong;2
Chr_Sauter;Wissing;weak;1
Chr_Sauter;alexmuellerfdp;strong;5
Chr_Sauter;c_lindner;strong;5
Chr_Sauter;f_schaeffler;strong;25
Chr_Sauter;maxmordhorst;no tie;1
Chr_Sauter;starkwatzinger;strong;3
Chr_Sauter;torstenherbst;strong;2
ChrisKuehn_mdb;ABaerbockArchiv;strong;31
ChrisKuehn_mdb;BriHasselmann;weak;5
ChrisKuehn_mdb;Erhard_Grundl;strong;1
ChrisKuehn_mdb;GoeringEckardt;strong;7
ChrisKuehn_mdb;GruenClaudia;strong;1
ChrisKuehn_mdb;IreneMihalic;strong;3
ChrisKuehn_mdb;KonstantinNotz;strong;3
ChrisKuehn_mdb;LieblingXhain;strong;1
ChrisKuehn_mdb;MiKellner;strong;10
ChrisKuehn_mdb;Oliver_Krischer;strong;28
ChrisKuehn_mdb;Ricarda_Lang;strong;2
ChrisKuehn_mdb;StefanGelbhaar;strong;1
ChrisKuehn_mdb;SteffiLemke;strong;5
ChrisKuehn_mdb;agnieszka_mdb;strong;3
ChrisKuehn_mdb;badulrichmartha;strong;3
ChrisKuehn_mdb;ebner_sha;strong;6
ChrisKuehn_mdb;fbrantner;strong;1
ChrisKuehn_mdb;jamila_anna;strong;1
ChrisKuehn_mdb;janoschdahmen;strong;1
ChrisKuehn_mdb;julia_verlinden;strong;4
ChrisKuehn_mdb;katdro;strong;8
ChrisKuehn_mdb;lisapaus;strong;3
ChrisKuehn_mdb;nouripour;weak;2
ChrisKuehn_mdb;sven_kindler;strong;1
ChristianHaase6;Florian_Ossner;weak;1
ChristianHaase6;JM_Luczak;strong;1
ChristianHaase6;JoWadephul;weak;2
ChristianHaase6;MarioCzaja;weak;1
ChristianHaase6;MatthiasHauer;strong;1
ChristianHaase6;PaulZiemiak;weak;1
ChristianHaase6;RonjaKemmer;strong;2
ChristianHaase6;SerapGueler;strong;1
ChristianHaase6;SteffenBilger;strong;1
ChristianHaase6;TinoSorge;weak;1
ChristianHaase6;UlrichLange;strong;1
ChristianHirte;ArminLaschet;weak;1
ChristianHirte;ChristianHirte;same person;1
ChristianHirte;DerLenzMdB;strong;4
ChristianHirte;DoroBaer;strong;3
ChristianHirte;JM_Luczak;strong;11
ChristianHirte;JoSteiniger;strong;2
ChristianHirte;Kai_Whittaker;weak;1
ChristianHirte;Karl_Lauterbach;weak;1
ChristianHirte;Lambsdorff;no tie;1
ChristianHirte;MGrosseBroemer;strong;3
ChristianHirte;MatthiasHauer;weak;2
ChristianHirte;MiRo_SPD;weak;1
ChristianHirte;OlliLuksic;no tie;1
ChristianHirte;PaulZiemiak;strong;4
ChristianHirte;SteffenBilger;strong;1
ChristianHirte;TKuban96;strong;1
ChristianHirte;Thomas_Bareiss;strong;3
ChristianHirte;TinoSorge;strong;1
ChristianHirte;VolkerUllrich;strong;1
ChristianHirte;gitta_connemann;no tie;1
ChristianHirte;groehe;weak;3
ChristianHirte;hahnflo;weak;5
ChristianHirte;jensspahn;strong;6
ChristianHirte;meister_schafft;strong;1
ChristianHirte;olavgutting;strong;1
ChristianHirte;rbrinkhaus;strong;1
ChristianHirte;ria_schroeder;no tie;1
ChristianHirte;tj_tweets;strong;1
ChristianHirte;wanderwitz;strong;2
Conni_Moehring;AkbulutGokay;strong;2
Conni_Moehring;AndrejHunko;strong;2
Conni_Moehring;C_AB_;strong;8
Conni_Moehring;CarenLay;strong;8
Conni_Moehring;DietmarBartsch;strong;4
Conni_Moehring;Janine_Wissler;weak;3
Conni_Moehring;Karl_Lauterbach;weak;3
Conni_Moehring;LoetzschMdB;strong;2
Conni_Moehring;MWBirkwald;strong;2
Conni_Moehring;MartinaRenner;strong;6
Conni_Moehring;NicoleGohlke;strong;5
Conni_Moehring;Petra_Sitte_MdB;strong;1
Conni_Moehring;SevimDagdelen;no tie;1
Conni_Moehring;SusanneHennig;weak;4
Conni_Moehring;b_riexinger;strong;3
Conni_Moehring;jankortemdb;strong;6
Conni_Moehring;katjakipping;strong;11
Conni_Moehring;pascalmeiser;strong;3
Conni_Moehring;ulle_schauws;strong;3
Conni_Moehring;victorperli;strong;4
Conni_Moehring;voglerk;strong;2
CorinnaMiazga;Beatrix_vStorch;strong;1
DFoest;DanielaKluckert;strong;1
DFoest;KonstantinKuhle;strong;2
DFoest;LindaTeuteberg;weak;1
DFoest;MarcoBuschmann;strong;10
DFoest;OlliLuksic;strong;1
DFoest;StephanThomae;strong;4
DFoest;c_lindner;strong;6
DFoest;christianduerr;strong;1
DFoest;fdp_hessel;strong;1
DFoest;jensteutrine;strong;4
DFoest;johannesvogel;strong;1
DFoest;ria_schroeder;strong;1
DFoest;starkwatzinger;strong;1
DJanecek;ABaerbockArchiv;strong;1
DJanecek;ArminLaschet;weak;1
DJanecek;BriHasselmann;strong;2
DJanecek;DJanecek;same person;1
DJanecek;GoeringEckardt;strong;1
DJanecek;GruenClaudia;strong;1
DJanecek;Ingrid_Nestle;strong;1
DJanecek;IreneMihalic;strong;2
DJanecek;K_SA;strong;1
DJanecek;KaiGehring;strong;1
DJanecek;KonstantinKuhle;strong;1
DJanecek;ManuelaRottman;strong;1
DJanecek;PaulaPiechotta;strong;1
DJanecek;SebRoloff;weak;1
DJanecek;StefanGelbhaar;weak;1
DJanecek;annachristmann;strong;2
DJanecek;badulrichmartha;strong;1
DJanecek;cem_oezdemir;strong;4
DJanecek;ekindeligoez;strong;1
DJanecek;jamila_anna;strong;1
DJanecek;katdro;strong;1
DJanecek;maik_aussendorf;strong;3
DJanecek;sebastian_es_;strong;1
DJanecek;sven_kindler;strong;2
DJanecek;svenlehmann;strong;1
DaniLudwigMdB;ArminLaschet;strong;1
DaniLudwigMdB;HBraun;no tie;1
DaniLudwigMdB;andreasscheuer;strong;1
DaniLudwigMdB;rbrinkhaus;strong;1
DanielaKluckert;DjirSarai;strong;3
DanielaKluckert;LindaTeuteberg;weak;9
DanielaKluckert;ManuelHoeferlin;strong;1
DanielaKluckert;MarcoBuschmann;strong;1
DanielaKluckert;Meyer_FDP;strong;12
DanielaKluckert;alexmuellerfdp;strong;1
DanielaKluckert;annachristmann;weak;1
DanielaKluckert;c_lindner;strong;12
DanielaKluckert;cad59;strong;1
DanielaKluckert;f_schaeffler;strong;7
DanielaKluckert;florian_toncar;strong;1
DanielaKluckert;hacker_fdp;strong;1
DanielaKluckert;johannesvogel;strong;1
DanielaKluckert;nicole_ae_bauer;strong;1
DanielaKluckert;ria_schroeder;strong;1
DanielaKluckert;starkwatzinger;strong;12
DanielaKluckert;theliberalfrank;strong;1
DanielaKluckert;torstenherbst;strong;3
DeborahDuering;ABaerbockArchiv;weak;2
DeborahDuering;BriHasselmann;strong;2
DeborahDuering;KaiGehring;strong;1
DeborahDuering;KathrinAnna;strong;4
DeborahDuering;MiKellner;strong;1
