Source;Target;Tie_type;Weight
ThomasHitschler;verenahubertz;strong;1
Thomas_Bareiss;Achim_P;no tie;1
Thomas_Bareiss;Ingrid_Nestle;strong;2
Thomas_Bareiss;Kai_Whittaker;strong;1
Thomas_Bareiss;Oliver_Krischer;strong;1
Thomas_Bareiss;SoenkeRix;weak;1
Thomas_Bareiss;Wissing;strong;1
Thomas_Ehrhorn;EnricoKomning;strong;1
Thomas_Ehrhorn;Leif_Erik_Holm;strong;2
Thomas_Ehrhorn;Marc_Jongen;strong;1
Thomas_Ehrhorn;TobiasMPeterka;weak;1
ThorstenLieb;LindaTeuteberg;weak;2
ThorstenLieb;starkwatzinger;strong;2
Timon_Gremmels;FalkoMohrs;strong;2
Timon_Gremmels;Johann_Saathoff;strong;1
Timon_Gremmels;Kaiser_SPD;strong;1
Timon_Gremmels;KuehniKev;strong;1
Timon_Gremmels;OlafScholz;strong;1
Timon_Gremmels;Timon_Gremmels;same person;2
Timon_Gremmels;hubertus_heil;strong;1
Timon_Gremmels;larsklingbeil;strong;1
TinoSorge;JM_Luczak;strong;1
TinoSorge;Karl_Lauterbach;weak;1
TinoSorge;UllmannMdB;weak;1
TinoSorge;VolkerUllrich;weak;1
TinoSorge;groehe;strong;1
TinoSorge;larsklingbeil;weak;1
TinoSorge;smuellermdb;strong;1
Tino_Chrupalla;Tino_Chrupalla;same person;1
UliGroetsch;larscastellucci;strong;1
UllmannMdB;ArminLaschet;weak;1
UllmannMdB;DjirSarai;strong;1
UllmannMdB;EUTheurer;strong;2
UllmannMdB;Lambsdorff;weak;1
UllmannMdB;MdBKlein;strong;1
UllmannMdB;UllmannMdB;same person;5
UllmannMdB;Wissing;strong;1
UllmannMdB;c_lindner;strong;3
UllmannMdB;cad59;strong;1
UllmannMdB;florian_toncar;strong;1
UllmannMdB;jensteutrine;weak;1
UllmannMdB;johannesvogel;strong;2
UllmannMdB;ria_schroeder;strong;1
UllmannMdB;starkwatzinger;strong;1
UlrichLange;UlrichLange;same person;1
UlrichLange;reinhardbrandl;strong;1
Uwe_Schulz_AfD;AkbulutGokay;no tie;1
Uwe_Schulz_AfD;SoenkeRix;no tie;1
Valentin_C_Abel;ArminLaschet;no tie;1
Valentin_C_Abel;JBrandenburgFDP;strong;1
Valentin_C_Abel;JudithSkudelny;no tie;1
Valentin_C_Abel;Karl_Lauterbach;weak;1
Valentin_C_Abel;KonstantinKuhle;strong;2
Valentin_C_Abel;Thomas_Bareiss;strong;1
Valentin_C_Abel;bstrasser;strong;1
Valentin_C_Abel;c_lindner;strong;1
Valentin_C_Abel;jensteutrine;strong;1
Valentin_C_Abel;ria_schroeder;strong;1
VolkerUllrich;AWidmannMauz;strong;1
VolkerUllrich;HeikoMaas;strong;1
VolkerUllrich;StHeck;strong;1
VolkerUllrich;VolkerUllrich;same person;1
VolkerUllrich;Wissing;no tie;1
VolkerUllrich;c_lindner;weak;1
VolkerUllrich;groehe;strong;1
VriesChristoph;ArminLaschet;weak;1
VriesChristoph;KonstantinNotz;weak;1
VriesChristoph;OlafScholz;weak;1
VriesChristoph;PaulZiemiak;weak;1
VriesChristoph;RKiesewetter;strong;1
VriesChristoph;Ralf_Stegner;weak;1
VriesChristoph;Ricarda_Lang;weak;1
VriesChristoph;christianduerr;weak;1
W_SK;ABaerbockArchiv;strong;4
W_SK;BriHasselmann;strong;1
W_SK;ChrisKuehn_mdb;strong;1
W_SK;DJanecek;strong;2
W_SK;GruenClaudia;strong;1
W_SK;Kai_Whittaker;strong;1
W_SK;MiKellner;strong;1
W_SK;Ricarda_Lang;strong;1
W_SK;StefanGelbhaar;weak;1
W_SK;W_SK;same person;5
W_SK;agnieszka_mdb;strong;1
W_SK;fbrantner;strong;1
W_SK;katdro;strong;1
W_SK;lisapaus;strong;3
W_SK;nouripour;strong;1
W_SK;s_aeffner;strong;2
W_SK;svenlehmann;strong;3
Wissing;DanielaKluckert;strong;1
Wissing;JoSteiniger;strong;1
Wissing;MGrosseBroemer;strong;1
Wissing;MiKellner;weak;1
Wissing;OlafScholz;weak;1
Wissing;PaulZiemiak;strong;1
Wissing;Pschnieder;strong;1
Wissing;Thomas_Bareiss;strong;1
Wissing;Wissing;same person;1
Wissing;andreasscheuer;weak;1
Wissing;c_lindner;strong;3
Wissing;groehe;strong;1
Wissing;hahnflo;no tie;1
Wissing;jensspahn;weak;1
Witt_Uwe;CanselK;no tie;1
Witt_Uwe;HeikoMaas;no tie;1
Witt_Uwe;StefanKeuterAfD;weak;1
Witt_Uwe;c_lindner;weak;1
YannickBury;PaulZiemiak;weak;2
YannickBury;RKiesewetter;strong;1
ZaklinNastic;AndrejHunko;strong;2
ZaklinNastic;EskenSaskia;weak;1
ZaklinNastic;HeikoMaas;weak;2
ZaklinNastic;LINKEPELLI;strong;1
ZaklinNastic;SWagenknecht;weak;1
ZaklinNastic;SevimDagdelen;strong;1
ZaklinNastic;ZaklinNastic;same person;2
_sanaeabdi;Karl_Lauterbach;weak;1
_sanaeabdi;KuehniKev;strong;1
_sanaeabdi;mesarosch;weak;1
agnieszka_mdb;KonstantinNotz;strong;1
agnieszka_mdb;Oliver_Krischer;strong;1
agnieszka_mdb;Ricarda_Lang;strong;1
agnieszka_mdb;SteffiLemke;strong;1
agnieszka_mdb;sven_kindler;strong;1
agnieszka_mdb;svenlehmann;strong;1
alexander_throm;MGrosseBroemer;weak;1
alexander_throm;PaulZiemiak;weak;2
alexander_throm;ninawarken;strong;1
alexmuellerfdp;DanielaKluckert;strong;2
alexmuellerfdp;HeikoMaas;no tie;1
alexmuellerfdp;MarcusFaber;strong;1
alexmuellerfdp;alexmuellerfdp;same person;5
alexmuellerfdp;c_lindner;strong;1
alexmuellerfdp;f_schaeffler;strong;1
alexmuellerfdp;starkwatzinger;strong;2
andreasbleckmdb;Wissing;no tie;1
andreasbleckmdb;andreasbleckmdb;same person;1
andreaslarem;MiRo_SPD;strong;2
andreasscheuer;PaulZiemiak;strong;1
andreasscheuer;andreasscheuer;same person;1
andreasscheuer;hahnflo;strong;1
anjaweisgerber;KLeikert;strong;1
anjaweisgerber;anjaweisgerber;same person;1
anked;GregorGysi;weak;1
anked;LINKEPELLI;weak;1
anked;anked;same person;10
annachristmann;ABaerbockArchiv;strong;2
annachristmann;K_SA;strong;1
annachristmann;annachristmann;same person;2
annachristmann;hubertus_heil;strong;1
arlt_johannes;OlafScholz;strong;2
arlt_johannes;jungeinberlin;strong;1
b_riexinger;CarenLay;strong;2
b_riexinger;Janine_Wissler;strong;1
b_riexinger;MartinaRenner;strong;1
b_riexinger;PaulZiemiak;no tie;1
b_riexinger;SusanneHennig;strong;1
b_riexinger;victorperli;strong;2
badulrichmartha;ABaerbockArchiv;strong;2
badulrichmartha;ArminLaschet;weak;2
badulrichmartha;Oliver_Krischer;strong;4
badulrichmartha;Ricarda_Lang;strong;1
badulrichmartha;Schmidt_MdB;strong;1
badulrichmartha;StefanGelbhaar;strong;1
badulrichmartha;SteffiLemke;strong;1
badulrichmartha;badulrichmartha;same person;1
badulrichmartha;rbrinkhaus;weak;1
baerbelbas;DirkWieseSPD;strong;1
baerbelbas;HeikoMaas;strong;1
baerbelbas;HolgerMannLE;strong;1
baerbelbas;JensZSPD;weak;1
baerbelbas;KaczmarekOliver;strong;2
baerbelbas;Karl_Lauterbach;strong;1
baerbelbas;Lambsdorff;no tie;1
baerbelbas;OlafScholz;strong;2
baerbelbas;PaulZiemiak;weak;1
baerbelbas;Schwarz_MdB;strong;1
baerbelbas;ThomasHitschler;strong;1
baerbelbas;Timon_Gremmels;strong;1
baerbelbas;hubertus_heil;strong;2
baerbelbas;schneidercar;strong;1
baldy_daniel;ThomasHitschler;strong;1
baldy_daniel;baldy_daniel;same person;1
bhoffmann_mdb;ABaerbockArchiv;strong;4
bhoffmann_mdb;DerLenzMdB;strong;1
bhoffmann_mdb;GoeringEckardt;strong;1
bhoffmann_mdb;Kai_Whittaker;strong;1
bhoffmann_mdb;Oliver_Krischer;strong;2
bhoffmann_mdb;SteffiLemke;strong;1
bhoffmann_mdb;TabeaRoessner;strong;1
bhoffmann_mdb;ebner_sha;strong;3
bhoffmann_mdb;filizgreen;strong;1
borismijatovic;ABaerbockArchiv;weak;2
bstrasser;KonstantinKuhle;strong;2
bstrasser;c_lindner;strong;2
bstrasser;florian_toncar;strong;1
busen_mdb;f_schaeffler;strong;1
c_lindner;ABaerbockArchiv;strong;1
c_lindner;ArminLaschet;strong;2
c_lindner;DirkWieseSPD;no tie;1
c_lindner;DjirSarai;strong;1
c_lindner;GoeringEckardt;strong;1
c_lindner;HBraun;strong;1
c_lindner;JBrandenburgFDP;strong;1
c_lindner;Karl_Lauterbach;strong;1
c_lindner;KonstantinKuhle;strong;1
c_lindner;Lambsdorff;strong;2
c_lindner;MarcoBuschmann;strong;2
c_lindner;c_lindner;same person;3
c_lindner;jensspahn;strong;1
c_lindner;michael_g_link;strong;1
cad59;EUTheurer;strong;1
cad59;MarcusFaber;strong;1
cad59;c_lindner;strong;1
cad59;cad59;same person;2
cad59;f_schaeffler;strong;1
cad59;starkwatzinger;strong;1
cad59;theliberalfrank;strong;1
carina_konrad;Wissing;strong;2
carina_konrad;alexmuellerfdp;strong;1
carina_konrad;c_lindner;strong;2
carina_konrad;ebner_sha;weak;2
carina_konrad;f_schaeffler;strong;1
carina_konrad;gitta_connemann;no tie;1
carina_konrad;hacker_fdp;strong;1
carina_konrad;smuellermdb;no tie;1
carina_konrad;starkwatzinger;strong;2
carina_konrad;torstenherbst;strong;1
cem_oezdemir;PaulZiemiak;strong;1
chantal_kopf;detzer_sandra;strong;1
christianduerr;Achim_P;strong;1
christianduerr;DjirSarai;strong;1
christianduerr;EskenSaskia;weak;1
christianduerr;GydeJ;strong;1
christianduerr;HBraun;weak;1
christianduerr;HeikoMaas;weak;1
christianduerr;KuehniKev;weak;1
christianduerr;OlafScholz;weak;1
christianduerr;PaulZiemiak;strong;1
christianduerr;Ricarda_Lang;weak;1
christianduerr;c_lindner;strong;1
christianduerr;christianduerr;same person;3
christianduerr;florian_toncar;strong;1
christianduerr;katdro;strong;1
christianduerr;olavgutting;weak;2
christianduerr;schneidercar;weak;1
christianduerr;starkwatzinger;strong;1
christophploss;KuehniKev;weak;1
christophploss;MiRo_SPD;strong;1
christophploss;Thomas_Bareiss;strong;1
cj_schroeder;ChrisKuehn_mdb;strong;1
cj_schroeder;GruenClaudia;strong;1
cj_schroeder;cem_oezdemir;strong;2
cj_schroeder;filizgreen;strong;1
cj_schroeder;svenlehmann;strong;2
cjcronenberg;c_lindner;strong;1
derya_tn;derya_tn;same person;1
detzer_sandra;ABaerbockArchiv;strong;1
detzer_sandra;BriHasselmann;strong;1
detzer_sandra;GoeringEckardt;strong;1
detzer_sandra;Oliver_Krischer;strong;1
detzer_sandra;till_steffen;strong;1
dieschmidt;Timon_Gremmels;strong;1
dieschmidt;baerbelbas;strong;1
dittmarsabine;baerbelbas;strong;1
dittmarsabine;hubertus_heil;strong;1
dittmarsabine;schneidercar;strong;1
ebner_sha;Oliver_Krischer;strong;1
ebner_sha;SteffiLemke;strong;2
ebner_sha;cj_schroeder;strong;1
ebner_sha;ebner_sha;same person;2
ebner_sha;sven_kindler;strong;2
ekindeligoez;ABaerbockArchiv;strong;1
ekindeligoez;CanselK;weak;1
ekindeligoez;JTrittin;strong;1
ekindeligoez;MatthiasGastel;strong;1
ekindeligoez;RenateKuenast;strong;2
ekindeligoez;agnieszka_mdb;strong;1
ekindeligoez;cem_oezdemir;strong;1
ekindeligoez;ekindeligoez;same person;10
ekindeligoez;janoschdahmen;strong;1
ekindeligoez;sven_kindler;strong;3
ekindeligoez;svenlehmann;strong;2
ekindeligoez;ulle_schauws;strong;1
ernst_klaus;SWagenknecht;strong;1
ernst_klaus;b_riexinger;strong;1
ernst_klaus;ernst_klaus;same person;1
f_schaeffler;KonstantinKuhle;strong;1
f_schaeffler;f_schaeffler;same person;10
fbanaszak;ArminLaschet;strong;2
fbanaszak;GydeJ;no tie;1
fbanaszak;LamyaKaddor;strong;1
fbanaszak;MiKellner;strong;1
fbanaszak;fbanaszak;same person;8
fbrantner;K_SA;strong;1
fbrantner;KonstantinKuhle;strong;1
fbrantner;c_lindner;weak;2
fbrantner;cem_oezdemir;strong;1
fbrantner;detzer_sandra;strong;1
fbrantner;fbrantner;same person;5
fbrantner;sven_kindler;strong;1
fbrantner;till_steffen;strong;2
fdp_hessel;DFoest;strong;1
fdp_hessel;MarcoBuschmann;strong;1
fdp_hessel;OlafScholz;weak;1
fdp_hessel;florian_toncar;strong;1
felixschreiner;ArminLaschet;strong;1
felixschreiner;MGrosseBroemer;strong;1
felixschreiner;MarcusFaber;no tie;1
felixschreiner;PaulZiemiak;strong;1
felixschreiner;SteffenBilger;strong;2
felixschreiner;rbrinkhaus;strong;1
fiedelseb;ArminLaschet;weak;1
fiedelseb;IreneMihalic;strong;1
fiedelseb;Karl_Lauterbach;weak;2
fiedelseb;KonstantinKuhle;strong;1
fiedelseb;MatthiasHauer;no tie;1
fiedelseb;fiedelseb;same person;9
fiedelseb;helgelindh;strong;1
filizgreen;AWidmannMauz;weak;2
filizgreen;MiKellner;strong;1
filizgreen;RenateKuenast;strong;1
filizgreen;StefanGelbhaar;strong;1
filizgreen;UliGroetsch;no tie;1
filizgreen;filizgreen;same person;1
florian_toncar;OlafScholz;weak;3
florian_toncar;c_lindner;strong;3
florian_toncar;f_schaeffler;strong;1
florian_toncar;florian_toncar;same person;4
funke_fabian;FrankSchwabe;strong;1
funke_fabian;HolgerMannLE;strong;1
gitta_connemann;Bundeskanzler;no tie;1
gitta_connemann;JTrittin;no tie;1
gitta_connemann;MarcusFaber;weak;1
gitta_connemann;Oliver_Krischer;no tie;1
gitta_connemann;PaulZiemiak;strong;1
gitta_connemann;b_riexinger;no tie;1
gitta_connemann;ernst_klaus;no tie;1
gitta_connemann;gitta_connemann;same person;1
gitta_connemann;jankortemdb;no tie;1
goerke_c;c_lindner;weak;1
groehe;Karl_Lauterbach;strong;1
groehe;PaulZiemiak;strong;1
groehe;c_lindner;strong;1
h_weyel;HeikoMaas;no tie;2
h_weyel;Leif_Erik_Holm;strong;1
h_weyel;Nicole_Hoechst;strong;1
h_weyel;Renner_AfD;strong;1
h_weyel;RogerBeckamp;strong;1
h_weyel;Tino_Chrupalla;strong;1
h_weyel;h_weyel;same person;2
hacker_fdp;PeterHeidtFDP;strong;1
hahnflo;ABaerbockArchiv;no tie;1
hahnflo;AfDProtschka;no tie;1
hahnflo;Bundeskanzler;no tie;1
hahnflo;HeikoMaas;no tie;1
hahnflo;JTrittin;no tie;1
hahnflo;MarcoBuschmann;weak;1
hahnflo;MarcusFaber;no tie;1
hahnflo;OlafScholz;weak;1
hahnflo;PaulZiemiak;strong;2
hahnflo;Ralf_Stegner;weak;1
hahnflo;Ricarda_Lang;no tie;1
hahnflo;Wissing;no tie;1
hahnflo;hahnflo;same person;1
hahnflo;jensspahn;strong;1
hahnflo;larsklingbeil;strong;1
hahnflo;smuellermdb;strong;1
helgelindh;PaulZiemiak;weak;1
herr_emmerich;HBraun;no tie;1
herr_emmerich;Ricarda_Lang;strong;1
herr_emmerich;Thomas_Bareiss;no tie;1
herr_emmerich;detzer_sandra;strong;1
herr_emmerich;herr_emmerich;same person;3
hubertus_heil;ArminLaschet;no tie;1
hubertus_heil;Doro_Martin;strong;1
hubertus_heil;JasminaHostert;strong;1
hubertus_heil;hubertus_heil;same person;1
isacademartori;Bundeskanzler;weak;1
isacademartori;Karl_Lauterbach;weak;1
isacademartori;funke_fabian;weak;1
jamila_anna;Frohnmaier_AfD;no tie;1
jamila_anna;PaulZiemiak;strong;1
jamila_anna;Ricarda_Lang;strong;1
jamila_anna;SWagenknecht;weak;1
jamila_anna;badulrichmartha;strong;1
jamila_anna;jamila_anna;same person;4
jamila_anna;smuellermdb;no tie;1
jankortemdb;GregorGysi;strong;1
jankortemdb;jankortemdb;same person;7
janoschdahmen;ABaerbockArchiv;strong;1
janoschdahmen;Oliver_Krischer;strong;1
janoschdahmen;janoschdahmen;same person;7
janoschdahmen;svenlehmann;strong;1
janoschdahmen;till_steffen;strong;1
jensteutrine;Karl_Lauterbach;weak;1
jensteutrine;KonstantinNotz;weak;1
jensteutrine;LindaTeuteberg;no tie;1
jensteutrine;b_riexinger;no tie;1
jensteutrine;c_lindner;strong;1
jensteutrine;groehe;no tie;1
jensteutrine;jensteutrine;same person;6
jessi_rosenthal;Karl_Lauterbach;weak;1
jessi_rosenthal;KuehniKev;strong;1
jethoru;isacademartori;strong;1
johannesvogel;ArminLaschet;strong;1
johannesvogel;KonstantinKuhle;strong;1
johannesvogel;PaulZiemiak;strong;1
johannesvogel;hubertus_heil;strong;1
johannesvogel;johannesvogel;same person;20
johannesvogel;markuskurthmdb;strong;1
josefoster;Pschnieder;strong;1
josip_juratovic;KarambaDiaby;strong;1
josip_juratovic;hubertus_heil;strong;1
josip_juratovic;josip_juratovic;same person;2
josip_juratovic;larscastellucci;strong;1
josip_juratovic;schneidercar;strong;1
jschraps;dieschmidt;strong;1
jschraps;hubertus_heil;strong;1
juergencosse;Achim_P;strong;1
juergencosse;Bundeskanzler;weak;1
juergencosse;FrankSchwabe;strong;1
juergencosse;JensZSPD;strong;1
juergencosse;MarcusFaber;weak;1
juergencosse;OlafScholz;weak;1
juergencosse;Timon_Gremmels;strong;1
juergencosse;baerbelbas;strong;1
juergencosse;helgelindh;strong;1
juergencosse;hubertus_heil;strong;1
juergencosse;juergencosse;same person;4
juergencosse;s_schwartze;strong;1
juergencosse;sebast_hartmann;strong;1
juergenhardt;NilsSchmid;strong;1
juergenhardt;PaulZiemiak;strong;1
julia_verlinden;ABaerbockArchiv;strong;1
julia_verlinden;BriHasselmann;strong;1
julia_verlinden;ChrisKuehn_mdb;strong;1
julia_verlinden;MiKellner;strong;1
julia_verlinden;OlafScholz;weak;1
julia_verlinden;SteffiLemke;strong;1
julia_verlinden;Thomas_Bareiss;strong;1
julia_verlinden;badulrichmartha;strong;1
julia_verlinden;julia_verlinden;same person;29
julia_verlinden;sven_kindler;strong;1
jungeinberlin;KuehniKev;strong;1
jws_afd;KarambaDiaby;no tie;1
jws_afd;jankortemdb;no tie;1
jws_afd;jws_afd;same person;2
karlbaer;filizgreen;weak;1
karlbaer;janoschdahmen;weak;1
karlbaer;karlbaer;same person;3
karo_otte;ABaerbockArchiv;weak;1
karo_otte;BriHasselmann;strong;1
karo_otte;GoeringEckardt;strong;1
karo_otte;cj_schroeder;strong;1
karo_otte;nyke_slawik;weak;1
kassem_ts;Oliver_Krischer;strong;1
kassem_ts;filizgreen;strong;1
kassem_ts;max_lucks;strong;1
kassem_ts;rasha_nasr_;strong;2
katdro;ABaerbockArchiv;strong;3
katdro;GruenClaudia;strong;1
katdro;Oliver_Krischer;strong;1
katdro;PaulZiemiak;weak;1
katdro;RenateKuenast;strong;1
katdro;andreasscheuer;no tie;1
katdro;fbanaszak;strong;1
katdro;hubertus_heil;strong;1
katdro;nouripour;strong;1
katdro;sven_kindler;strong;2
katdro;svenlehmann;strong;2
kathabeck;ABaerbockArchiv;weak;3
kathabeck;MiKellner;strong;1
kathabeck;Oliver_Krischer;strong;1
kathabeck;Ricarda_Lang;weak;3
kathabeck;c_lindner;weak;1
kathabeck;katdro;strong;1
kathabeck;kathabeck;same person;3
kathabeck;sven_kindler;strong;1
katjadler;DFoest;strong;1
katjadler;MAStrackZi;strong;1
katjadler;Wissing;weak;1
katjadler;c_lindner;strong;1
katjadler;f_schaeffler;weak;1
katjadler;hubertus_heil;weak;1
katjadler;maxmordhorst;weak;1
katjakipping;CarenLay;strong;1
katjakipping;KonstantinKuhle;weak;1
katjakipping;KuehniKev;strong;1
katjakipping;MartinaRenner;strong;1
katjakipping;SusanneHennig;strong;1
katjakipping;katjakipping;same person;5
katjakipping;rasha_nasr_;strong;1
katjakipping;voglerk;strong;1
katrin_staffler;hahnflo;strong;2
katrinuhligbn;ABaerbockArchiv;weak;1
katrinuhligbn;Ricarda_Lang;weak;1
katrinuhligbn;janoschdahmen;strong;1
katrinuhligbn;nouripour;weak;1
katrinuhligbn;svenlehmann;strong;1
koehler_fdp;DanielaKluckert;strong;1
koehler_fdp;LieblingXhain;weak;1
koehler_fdp;Oliver_Krischer;strong;2
koehler_fdp;StephanThomae;strong;1
koehler_fdp;Wissing;strong;2
koehler_fdp;b_riexinger;weak;1
koehler_fdp;badulrichmartha;strong;1
kristine_lutke;johannesvogel;weak;1
kristine_lutke;ria_schroeder;strong;3
larscastellucci;AWidmannMauz;weak;1
larscastellucci;HeikoMaas;strong;1
larscastellucci;MiRo_SPD;strong;3
larscastellucci;OlafScholz;strong;1
larscastellucci;hubertus_heil;strong;1
larscastellucci;larscastellucci;same person;3
larscastellucci;michael_thews;strong;1
larscastellucci;schneidercar;strong;1
larscastellucci;sven_kindler;strong;1
larsklingbeil;JensZSPD;strong;2
larsklingbeil;KonstantinKuhle;strong;1
larsklingbeil;MiKellner;strong;1
larsklingbeil;SebRoloff;strong;1
larsklingbeil;Timon_Gremmels;strong;1
larsklingbeil;c_lindner;strong;1
larsklingbeil;verenahubertz;strong;1
lennardoehl;Timon_Gremmels;strong;1
lime_green_leni;Ricarda_Lang;strong;1
lime_green_leni;jamila_anna;strong;1
linda_lobster;PaulaPiechotta;strong;1
linda_lobster;linda_lobster;same person;1
lisapaus;OlafScholz;weak;1
lisapaus;lisapaus;same person;4
lisapaus;svenlehmann;strong;1
m_schieder;ThomasHitschler;strong;1
m_schieder;UliGroetsch;weak;1
m_schieder;larsklingbeil;weak;3
m_schieder;oezoguz;strong;2
maik_aussendorf;TBBacherle;strong;1
markuskurthmdb;DietmarBartsch;weak;1
max_fksr;DjirSarai;strong;1
max_fksr;HeikoMaas;weak;1
max_fksr;JBrandenburgFDP;strong;1
max_fksr;KaufmannAfD;no tie;1
max_fksr;hahnflo;weak;1
max_fksr;max_fksr;same person;3
max_lucks;Ricarda_Lang;strong;1
max_lucks;max_lucks;same person;2
max_lucks;sven_kindler;strong;1
max_lucks;svenlehmann;strong;1
maxmoerseburg;KarambaDiaby;no tie;1
maxmoerseburg;c_lindner;weak;1
maxmordhorst;GregorGysi;no tie;1
maxmordhorst;gitta_connemann;no tie;1
maxmordhorst;maxmordhorst;same person;5
meister_schafft;MAStrackZi;no tie;1
meister_schafft;MarcoBuschmann;weak;1
meister_schafft;th_sattelberger;weak;1
mesarosch;HeikoMaas;strong;1
mesarosch;OlafScholz;weak;1
michael_g_link;EUTheurer;strong;1
michael_g_link;starkwatzinger;strong;1
michael_thews;michael_thews;same person;2
mischrodi;HeikoMaas;strong;1
mischrodi;Timon_Gremmels;strong;1
mseesternpauly;Wissing;weak;1
mseesternpauly;jensbeeck;strong;1
mueller_sepp;IreneMihalic;no tie;1
mueller_sepp;Karl_Lauterbach;no tie;2
mueller_sepp;KonstantinNotz;no tie;1
mueller_sepp;MarcusFaber;strong;1
mueller_sepp;PaulaPiechotta;weak;1
n_roettgen;JM_Luczak;strong;1
n_roettgen;Pschnieder;strong;1
n_roettgen;SWagenknecht;no tie;1
n_roettgen;SevimDagdelen;weak;1
n_roettgen;gero_storjohann;strong;1
nadjasthamer;Bundeskanzler;weak;1
nadjasthamer;EskenSaskia;strong;1
nadjasthamer;HolgerMannLE;strong;1
nadjasthamer;Karl_Lauterbach;weak;1
nadjasthamer;KuehniKev;strong;2
nadjasthamer;MAStrackZi;no tie;1
nadjasthamer;nadjasthamer;same person;2
nadjasthamer;schneidercar;strong;1
nicole_ae_bauer;MdBKlein;strong;1
nicole_ae_bauer;PeterHeidtFDP;strong;1
nicole_ae_bauer;c_lindner;strong;1
nicole_ae_bauer;hubertus_heil;no tie;1
nicole_ae_bauer;lisapaus;weak;1
nicole_ae_bauer;ria_schroeder;strong;1
ninastahr;ABaerbockArchiv;strong;1
ninastahr;IreneMihalic;strong;1
ninastahr;Karl_Lauterbach;weak;1
ninastahr;KonstantinKuhle;weak;1
ninastahr;hubertus_heil;weak;1
ninastahr;ninastahr;same person;3
ninawarken;AWidmannMauz;strong;2
ninawarken;KLeikert;strong;1
ninawarken;KonstantinNotz;strong;1
ninawarken;MarcHenrichmann;strong;1
ninawarken;VolkerUllrich;strong;1
ninawarken;anjaweisgerber;strong;1
ninawarken;olavgutting;strong;1
nouripour;ABaerbockArchiv;strong;1
nouripour;BaerbelKofler;no tie;1
nouripour;DjirSarai;no tie;1
nouripour;IreneMihalic;strong;3
nouripour;JTrittin;strong;1
nouripour;LamyaKaddor;strong;1
nouripour;MariaKlSchmeink;weak;1
nouripour;MiKellner;strong;1
nouripour;Ricarda_Lang;strong;1
nouripour;StefanGelbhaar;weak;2
nouripour;TabeaRoessner;strong;1
nouripour;agnieszka_mdb;strong;1
nouripour;ebner_sha;strong;1
nouripour;fbrantner;strong;1
nouripour;nouripour;same person;6
nouripour;schneidercar;strong;1
nouripour;tobiaslindner;strong;2
nyke_slawik;ABaerbockArchiv;weak;1
nyke_slawik;KonstantinNotz;strong;1
nyke_slawik;PaulZiemiak;weak;1
nyke_slawik;SerapGueler;weak;1
nyke_slawik;fbanaszak;strong;1
nyke_slawik;larsklingbeil;weak;1
nyke_slawik;max_lucks;strong;1
nyke_slawik;nyke_slawik;same person;2
nyke_slawik;svenlehmann;strong;2
oezdemir_spd;sebast_hartmann;strong;1
oezoguz;EskenSaskia;strong;1
oezoguz;KaczmarekOliver;strong;1
oezoguz;KarambaDiaby;strong;2
oezoguz;NilsSchmid;strong;1
oezoguz;OlafScholz;strong;1
oezoguz;hubertus_heil;strong;1
oezoguz;larsklingbeil;strong;2
oezoguz;mesarosch;weak;1
oezoguz;oezoguz;same person;1
oezoguz;schneidercar;strong;1
olafinderbeek;DanielaKluckert;strong;1
olafinderbeek;DjirSarai;strong;2
olafinderbeek;HeikoMaas;no tie;1
olafinderbeek;Lambsdorff;strong;1
olafinderbeek;ManuelHoeferlin;strong;1
olafinderbeek;MarcoBuschmann;strong;1
olafinderbeek;NadineSchoen;no tie;1
olafinderbeek;StephanThomae;strong;1
olafinderbeek;bstrasser;strong;1
olafinderbeek;c_lindner;strong;2
olafinderbeek;f_schaeffler;strong;1
olafinderbeek;florian_toncar;strong;1
olafinderbeek;jamila_anna;no tie;1
olafinderbeek;theliberalfrank;strong;2
pascalmeiser;CarenLay;strong;1
pascalmeiser;Janine_Wissler;weak;1
philipphartewig;JoSteiniger;no tie;1
philipphartewig;theliberalfrank;strong;2
philipphartewig;torstenherbst;strong;1
rasha_nasr_;EskenSaskia;strong;1
rasha_nasr_;rasha_nasr_;same person;1
reinholdmdb;DanielaKluckert;strong;1
reinholdmdb;JoSteiniger;no tie;1
reinholdmdb;MarcoBuschmann;strong;1
reinholdmdb;OlafScholz;weak;1
reinholdmdb;bstrasser;strong;1
reinholdmdb;c_lindner;strong;3
reinholdmdb;torstenherbst;strong;1
reuther_bernd;MarcoBuschmann;strong;1
reuther_bernd;OlliLuksic;strong;1
reuther_bernd;c_lindner;strong;3
reuther_bernd;f_schaeffler;strong;2
reuther_bernd;florian_toncar;strong;2
reuther_bernd;starkwatzinger;strong;1
reuther_bernd;torstenherbst;strong;2
ria_schroeder;Ricarda_Lang;strong;1
ria_schroeder;johannesvogel;strong;2
ria_schroeder;ria_schroeder;same person;1
ria_schroeder;starkwatzinger;strong;1
rischwasu;Bundeskanzler;weak;1
rischwasu;EUTheurer;no tie;1
rischwasu;JensZSPD;weak;1
rischwasu;OlafScholz;strong;3
rischwasu;felixschreiner;strong;4
rischwasu;hubertus_heil;strong;2
rischwasu;schneidercar;strong;1
robinwagener;ABaerbockArchiv;strong;1
robinwagener;KonstantinNotz;weak;1
robinwagener;LamyaKaddor;strong;1
